Asiakas: Stenvalvet 221 Helsingborg AB (800586),Unname,Unnamed
16.5.2020 3.00,0.005,0
16.5.2020 4.00,0.005,0
16.5.2020 5.00,0.005,0
16.5.2020 6.00,0.005,0
16.5.2020 7.00,0.005,0
16.5.2020 8.00,0.005,0
16.5.2020 9.00,0.005,0
16.5.2020 10.00,0.005,0
16.5.2020 11.00,0.005,0
16.5.2020 12.00,0.005,0
16.5.2020 13.00,0.005,0
16.5.2020 14.00,0.005,0
16.5.2020 15.00,0.005,0
16.5.2020 16.00,0.005,0
16.5.2020 17.00,0.005,0
16.5.2020 18.00,0.005,0
16.5.2020 19.00,0.005,0
16.5.2020 20.00,0.005,0
16.5.2020 21.00,0.005,0
16.5.2020 22.00,0.005,0
16.5.2020 23.00,0.005,0
17.5.2020 0.00,0.005,0
17.5.2020 1.00,0.005,0
17.5.2020 2.00,0.005,0
17.5.2020 3.00,0.005,0
17.5.2020 4.00,0.005,0
17.5.2020 5.00,0.005,0
17.5.2020 6.00,0.005,0
17.5.2020 7.00,0.005,0
17.5.2020 8.00,0.005,0
17.5.2020 9.00,0.005,0
17.5.2020 10.00,0.005,0
17.5.2020 11.00,0.005,0
17.5.2020 12.00,0.005,0
17.5.2020 13.00,0.005,0
17.5.2020 14.00,0.005,0
17.5.2020 15.00,0.005,0
17.5.2020 16.00,0.006,0
17.5.2020 17.00,0.005,0
17.5.2020 18.00,0.005,0
17.5.2020 19.00,0.005,0
17.5.2020 20.00,0.005,0
17.5.2020 21.00,0.005,0
17.5.2020 22.00,0.005,0
17.5.2020 23.00,0.005,0
18.5.2020 0.00,0.005,0
18.5.2020 1.00,0.005,0
18.5.2020 2.00,0.005,0
18.5.2020 3.00,0.005,0
18.5.2020 4.00,0.005,0
18.5.2020 5.00,0.005,0
18.5.2020 6.00,0.005,0
18.5.2020 7.00,0.005,0
18.5.2020 8.00,0.005,0
18.5.2020 9.00,0.005,0
18.5.2020 10.00,0.005,0
18.5.2020 11.00,0.005,0
18.5.2020 12.00,0.005,0
18.5.2020 13.00,0.005,0
18.5.2020 14.00,0.005,0
18.5.2020 15.00,0.005,0
18.5.2020 16.00,0.005,0
18.5.2020 17.00,0.005,0
18.5.2020 18.00,0.005,0
18.5.2020 19.00,0.005,0
18.5.2020 20.00,0.005,0
18.5.2020 21.00,0.005,0
18.5.2020 22.00,0.005,0
18.5.2020 23.00,0.005,0
19.5.2020 0.00,0.005,0
19.5.2020 1.00,0.005,0
19.5.2020 2.00,0.005,0
19.5.2020 3.00,0.005,0
19.5.2020 4.00,0.005,0
19.5.2020 5.00,0.005,0
19.5.2020 6.00,0.005,0
19.5.2020 7.00,0.005,0
19.5.2020 8.00,0.005,0
19.5.2020 9.00,0.005,0
19.5.2020 10.00,0.005,0
19.5.2020 11.00,0.005,0
19.5.2020 12.00,0.005,0
19.5.2020 13.00,0.005,0
19.5.2020 14.00,0.005,0
19.5.2020 15.00,0.006,0
19.5.2020 16.00,0.005,0
19.5.2020 17.00,0.005,0
19.5.2020 18.00,0.005,0
19.5.2020 19.00,0.005,0
19.5.2020 20.00,0.005,0
19.5.2020 21.00,0.005,0
19.5.2020 22.00,0.005,0
19.5.2020 23.00,0.005,0
20.5.2020 0.00,0.005,0
20.5.2020 1.00,0.005,0
20.5.2020 2.00,0.005,0
20.5.2020 3.00,0.005,0
20.5.2020 4.00,0.005,0
20.5.2020 5.00,0.005,0
20.5.2020 6.00,0.005,0
20.5.2020 7.00,0.005,0
20.5.2020 8.00,0.005,0
20.5.2020 9.00,0.005,0
20.5.2020 10.00,0.005,0
20.5.2020 11.00,0.005,0
20.5.2020 12.00,0.005,0
20.5.2020 13.00,0.005,0
20.5.2020 14.00,0.005,0
20.5.2020 15.00,0.005,0
20.5.2020 16.00,0.005,0
20.5.2020 17.00,0.005,0
20.5.2020 18.00,0.005,0
20.5.2020 19.00,0.005,0
20.5.2020 20.00,0.005,0
20.5.2020 21.00,0.005,0
20.5.2020 22.00,0.005,0
20.5.2020 23.00,0.005,0
21.5.2020 0.00,0.005,0
21.5.2020 1.00,0.005,0
21.5.2020 2.00,0.005,0
21.5.2020 3.00,0.005,0
21.5.2020 4.00,0.005,0
21.5.2020 5.00,0.005,0
21.5.2020 6.00,0.005,0
21.5.2020 7.00,0.005,0
21.5.2020 8.00,0.005,0
21.5.2020 9.00,0.005,0
21.5.2020 10.00,0.005,0
21.5.2020 11.00,0.005,0
21.5.2020 12.00,0.005,0
21.5.2020 13.00,0.005,0
21.5.2020 14.00,0.005,0
21.5.2020 15.00,0.006,0
21.5.2020 16.00,0.005,0
21.5.2020 17.00,0.005,0
21.5.2020 18.00,0.005,0
21.5.2020 19.00,0.005,0
21.5.2020 20.00,0.005,0
21.5.2020 21.00,0.005,0
21.5.2020 22.00,0.005,0
21.5.2020 23.00,0.005,0
22.5.2020 0.00,0.005,0
22.5.2020 1.00,0.005,0
22.5.2020 2.00,0.005,0
22.5.2020 3.00,0.005,0
22.5.2020 4.00,0.005,0
22.5.2020 5.00,0.005,0
22.5.2020 6.00,0.005,0
22.5.2020 7.00,0.005,0
22.5.2020 8.00,0.005,0
22.5.2020 9.00,0.005,0
22.5.2020 10.00,0.005,0
22.5.2020 11.00,0.005,0
22.5.2020 12.00,0.005,0
22.5.2020 13.00,0.005,0
22.5.2020 14.00,0.005,0
22.5.2020 15.00,0.005,0
22.5.2020 16.00,0.005,0
22.5.2020 17.00,0.005,0
22.5.2020 18.00,0.005,0
22.5.2020 19.00,0.005,0
22.5.2020 20.00,0.005,0
22.5.2020 21.00,0.005,0
22.5.2020 22.00,0.005,0
22.5.2020 23.00,0.005,0
23.5.2020 0.00,0.005,0
23.5.2020 1.00,0.005,0
23.5.2020 2.00,0.005,0
23.5.2020 3.00,0.005,0
23.5.2020 4.00,0.005,0
23.5.2020 5.00,0.005,0
23.5.2020 6.00,0.005,0
23.5.2020 7.00,0.005,0
23.5.2020 8.00,0.005,0
23.5.2020 9.00,0.005,0
23.5.2020 10.00,0.005,0
23.5.2020 11.00,0.005,0
23.5.2020 12.00,0.005,0
23.5.2020 13.00,0.005,0
23.5.2020 14.00,0.006,0
23.5.2020 15.00,0.005,0
23.5.2020 16.00,0.005,0
23.5.2020 17.00,0.005,0
23.5.2020 18.00,0.005,0
23.5.2020 19.00,0.005,0
23.5.2020 20.00,0.005,0
23.5.2020 21.00,0.005,0
23.5.2020 22.00,0.005,0
23.5.2020 23.00,0.005,0
24.5.2020 0.00,0.005,0
24.5.2020 1.00,0.005,0
24.5.2020 2.00,0.005,0
24.5.2020 3.00,0.005,0
24.5.2020 4.00,0.005,0
24.5.2020 5.00,0.005,0
24.5.2020 6.00,0.005,0
24.5.2020 7.00,0.005,0
24.5.2020 8.00,0.005,0
24.5.2020 9.00,0.005,0
24.5.2020 10.00,0.005,0
24.5.2020 11.00,0.005,0
24.5.2020 12.00,0.005,0
24.5.2020 13.00,0.005,0
24.5.2020 14.00,0.005,0
24.5.2020 15.00,0.005,0
24.5.2020 16.00,0.005,0
24.5.2020 17.00,0.005,0
24.5.2020 18.00,0.005,0
24.5.2020 19.00,0.005,0
24.5.2020 20.00,0.005,0
24.5.2020 21.00,0.005,0
24.5.2020 22.00,0.005,0
24.5.2020 23.00,0.005,0
25.5.2020 0.00,0.005,0
25.5.2020 1.00,0.005,0
25.5.2020 2.00,0.005,0
25.5.2020 3.00,0.005,0
25.5.2020 4.00,0.005,0
25.5.2020 5.00,0.005,0
25.5.2020 6.00,0.005,0
25.5.2020 7.00,0.005,0
25.5.2020 8.00,0.005,0
25.5.2020 9.00,0.005,0
25.5.2020 10.00,0.005,0
25.5.2020 11.00,0.005,0
25.5.2020 12.00,0.005,0
25.5.2020 13.00,0.005,0
25.5.2020 14.00,0.006,0
25.5.2020 15.00,0.005,0
25.5.2020 16.00,0.005,0
25.5.2020 17.00,0.005,0
25.5.2020 18.00,0.005,0
25.5.2020 19.00,0.005,0
25.5.2020 20.00,0.005,0
25.5.2020 21.00,0.005,0
25.5.2020 22.00,0.005,0
25.5.2020 23.00,0.005,0
26.5.2020 0.00,0.005,0
26.5.2020 1.00,0.005,0
26.5.2020 2.00,0.005,0
26.5.2020 3.00,0.005,0
26.5.2020 4.00,0.005,0
26.5.2020 5.00,0.005,0
26.5.2020 6.00,0.005,0
26.5.2020 7.00,0.005,0
26.5.2020 8.00,0.005,0
26.5.2020 9.00,0.005,0
26.5.2020 10.00,0.005,0
26.5.2020 11.00,0.005,0
26.5.2020 12.00,0.005,0
26.5.2020 13.00,0.005,0
26.5.2020 14.00,0.005,0
26.5.2020 15.00,0.005,0
26.5.2020 16.00,0.005,0
26.5.2020 17.00,0.005,0
26.5.2020 18.00,0.005,0
26.5.2020 19.00,0.005,0
26.5.2020 20.00,0.005,0
26.5.2020 21.00,0.005,0
26.5.2020 22.00,0.005,0
26.5.2020 23.00,0.005,0
27.5.2020 0.00,0.005,0
27.5.2020 1.00,0.005,0
27.5.2020 2.00,0.005,0
27.5.2020 3.00,0.005,0
27.5.2020 4.00,0.005,0
27.5.2020 5.00,0.005,0
27.5.2020 6.00,0.005,0
27.5.2020 7.00,0.005,0
27.5.2020 8.00,0.005,0
27.5.2020 9.00,0.005,0
27.5.2020 10.00,0.005,0
27.5.2020 11.00,0.005,0
27.5.2020 12.00,0.005,0
27.5.2020 13.00,0.005,0
27.5.2020 14.00,0.006,0
27.5.2020 15.00,0.005,0
27.5.2020 16.00,0.005,0
27.5.2020 17.00,0.005,0
27.5.2020 18.00,0.005,0
27.5.2020 19.00,0.005,0
27.5.2020 20.00,0.005,0
27.5.2020 21.00,0.005,0
27.5.2020 22.00,0.005,0
27.5.2020 23.00,0.005,0
28.5.2020 0.00,0.005,0
28.5.2020 1.00,0.005,0
28.5.2020 2.00,0.005,0
28.5.2020 3.00,0.005,0
28.5.2020 4.00,0.005,0
28.5.2020 5.00,0.005,0
28.5.2020 6.00,0.005,0
28.5.2020 7.00,0.005,0
28.5.2020 8.00,0.005,0
28.5.2020 9.00,0.005,0
28.5.2020 10.00,0.005,0
28.5.2020 11.00,0.005,0
28.5.2020 12.00,0.005,0
28.5.2020 13.00,0.005,0
28.5.2020 14.00,0.005,0
28.5.2020 15.00,0.005,0
28.5.2020 16.00,0.005,0
28.5.2020 17.00,0.005,0
28.5.2020 18.00,0.005,0
28.5.2020 19.00,0.005,0
28.5.2020 20.00,0.005,0
28.5.2020 21.00,0.005,0
28.5.2020 22.00,0.005,0
28.5.2020 23.00,0.005,0
29.5.2020 0.00,0.005,0
29.5.2020 1.00,0.005,0
29.5.2020 2.00,0.005,0
29.5.2020 3.00,0.005,0
29.5.2020 4.00,0.005,0
29.5.2020 5.00,0.005,0
29.5.2020 6.00,0.005,0
29.5.2020 7.00,0.005,0
29.5.2020 8.00,0.005,0
29.5.2020 9.00,0.005,0
29.5.2020 10.00,0.005,0
29.5.2020 11.00,0.005,0
29.5.2020 12.00,0.005,0
29.5.2020 13.00,0.006,0
29.5.2020 14.00,0.005,0
29.5.2020 15.00,0.005,0
29.5.2020 16.00,0.005,0
29.5.2020 17.00,0.005,0
29.5.2020 18.00,0.005,0
29.5.2020 19.00,0.005,0
29.5.2020 20.00,0.005,0
29.5.2020 21.00,0.005,0
29.5.2020 22.00,0.005,0
29.5.2020 23.00,0.005,0
30.5.2020 0.00,0.005,0
30.5.2020 1.00,0.005,0
30.5.2020 2.00,0.005,0
30.5.2020 3.00,0.005,0
30.5.2020 4.00,0.005,0
30.5.2020 5.00,0.005,0
30.5.2020 6.00,0.005,0
30.5.2020 7.00,0.005,0
30.5.2020 8.00,0.005,0
30.5.2020 9.00,0.005,0
30.5.2020 10.00,0.005,0
30.5.2020 11.00,0.005,0
30.5.2020 12.00,0.005,0
30.5.2020 13.00,0.005,0
30.5.2020 14.00,0.005,0
30.5.2020 15.00,0.005,0
30.5.2020 16.00,0.005,0
30.5.2020 17.00,0.005,0
30.5.2020 18.00,0.005,0
30.5.2020 19.00,0.005,0
30.5.2020 20.00,0.005,0
30.5.2020 21.00,0.005,0
30.5.2020 22.00,0.005,0
30.5.2020 23.00,0.005,0
31.5.2020 0.00,0.005,0
31.5.2020 1.00,0.005,0
31.5.2020 2.00,0.005,0
31.5.2020 3.00,0.005,0
31.5.2020 4.00,0.005,0
31.5.2020 5.00,0.005,0
31.5.2020 6.00,0.005,0
31.5.2020 7.00,0.005,0
31.5.2020 8.00,0.005,0
31.5.2020 9.00,0.005,0
31.5.2020 10.00,0.005,0
31.5.2020 11.00,0.005,0
31.5.2020 12.00,0.005,0
31.5.2020 13.00,0.006,0
31.5.2020 14.00,0.005,0
31.5.2020 15.00,0.005,0
31.5.2020 16.00,0.005,0
31.5.2020 17.00,0.005,0
31.5.2020 18.00,0.005,0
31.5.2020 19.00,0.005,0
31.5.2020 20.00,0.005,0
31.5.2020 21.00,0.005,0
31.5.2020 22.00,0.005,0
31.5.2020 23.00,0.005,0
1.6.2020 0.00,0.005,0
1.6.2020 1.00,0.005,0
1.6.2020 2.00,0.005,0
1.6.2020 3.00,0.005,0
1.6.2020 4.00,0.005,0
1.6.2020 5.00,0.005,0
1.6.2020 6.00,0.005,0
1.6.2020 7.00,0.005,0
1.6.2020 8.00,0.005,0
1.6.2020 9.00,0.005,0
1.6.2020 10.00,0.005,0
1.6.2020 11.00,0.005,0
1.6.2020 12.00,0.005,0
1.6.2020 13.00,0.001,0
1.6.2020 14.00,0.001,0
1.6.2020 15.00,0.002,0
1.6.2020 16.00,0.001,0
1.6.2020 17.00,0.001,0
1.6.2020 18.00,0.001,0
1.6.2020 19.00,0.001,0
1.6.2020 20.00,0.002,0
1.6.2020 21.00,0.001,0
1.6.2020 22.00,0.001,0
1.6.2020 23.00,0.001,0
2.6.2020 0.00,0.001,0
2.6.2020 1.00,0.002,0
2.6.2020 2.00,0.001,0
2.6.2020 3.00,0.001,0
2.6.2020 4.00,0.001,0
2.6.2020 5.00,0.001,0
2.6.2020 6.00,0.002,0
2.6.2020 7.00,0.001,0
2.6.2020 8.00,0.001,0
2.6.2020 9.00,0.001,0
2.6.2020 10.00,0.001,0
2.6.2020 11.00,0.002,0
2.6.2020 12.00,0.001,0
2.6.2020 13.00,0.001,0
2.6.2020 14.00,0.001,0
2.6.2020 15.00,0.001,0
2.6.2020 16.00,0.001,0
2.6.2020 17.00,0.002,0
2.6.2020 18.00,0.001,0
2.6.2020 19.00,0.001,0
2.6.2020 20.00,0.001,0
2.6.2020 21.00,0.001,0
2.6.2020 22.00,0.002,0
2.6.2020 23.00,0.001,0
3.6.2020 0.00,0.001,0
3.6.2020 1.00,0.001,0
3.6.2020 2.00,0.001,0
3.6.2020 3.00,0.002,0
3.6.2020 4.00,0.001,0
3.6.2020 5.00,0.001,0
3.6.2020 6.00,0.001,0
3.6.2020 7.00,0.001,0
3.6.2020 8.00,0.002,0
3.6.2020 9.00,0.001,0
3.6.2020 10.00,0.001,0
3.6.2020 11.00,0.001,0
3.6.2020 12.00,0.001,0
3.6.2020 13.00,0.002,0
3.6.2020 14.00,0.001,0
3.6.2020 15.00,0.001,0
3.6.2020 16.00,0.001,0
3.6.2020 17.00,0.001,0
3.6.2020 18.00,0.002,0
3.6.2020 19.00,0.001,0
3.6.2020 20.00,0.001,0
3.6.2020 21.00,0.001,0
3.6.2020 22.00,0.001,0
3.6.2020 23.00,0.002,0
4.6.2020 0.00,0.001,0
4.6.2020 1.00,0.001,0
4.6.2020 2.00,0.001,0
4.6.2020 3.00,0.001,0
4.6.2020 4.00,0.002,0
4.6.2020 5.00,0.001,0
4.6.2020 6.00,0.001,0
4.6.2020 7.00,0.001,0
4.6.2020 8.00,0.001,0
4.6.2020 9.00,0.002,0
4.6.2020 10.00,0.001,0
4.6.2020 11.00,0.001,0
4.6.2020 12.00,0.001,0
4.6.2020 13.00,0.001,0
4.6.2020 14.00,0.002,0
4.6.2020 15.00,0.001,0
4.6.2020 16.00,0.001,0
4.6.2020 17.00,0.001,0
4.6.2020 18.00,0.001,0
4.6.2020 19.00,0.002,0
4.6.2020 20.00,0.001,0
4.6.2020 21.00,0.001,0
4.6.2020 22.00,0.001,0
4.6.2020 23.00,0.001,0
5.6.2020 0.00,0.001,0
5.6.2020 1.00,0.002,0
5.6.2020 2.00,0.001,0
5.6.2020 3.00,0.001,0
5.6.2020 4.00,0.001,0
5.6.2020 5.00,0.001,0
5.6.2020 6.00,0.002,0
5.6.2020 7.00,0.001,0
5.6.2020 8.00,0.001,0
5.6.2020 9.00,0.001,0
5.6.2020 10.00,0.001,0
5.6.2020 11.00,0.002,0
5.6.2020 12.00,0.001,0
5.6.2020 13.00,0.001,0
5.6.2020 14.00,0.001,0
5.6.2020 15.00,0.001,0
5.6.2020 16.00,0.002,0
5.6.2020 17.00,0.001,0
5.6.2020 18.00,0.001,0
5.6.2020 19.00,0.001,0
5.6.2020 20.00,0.001,0
5.6.2020 21.00,0.002,0
5.6.2020 22.00,0.001,0
5.6.2020 23.00,0.001,0
6.6.2020 0.00,0.001,0
6.6.2020 1.00,0.001,0
6.6.2020 2.00,0.002,0
6.6.2020 3.00,0.001,0
6.6.2020 4.00,0.001,0
6.6.2020 5.00,0.001,0
6.6.2020 6.00,0.001,0
6.6.2020 7.00,0.002,0
6.6.2020 8.00,0.001,0
6.6.2020 9.00,0.001,0
6.6.2020 10.00,0.001,0
6.6.2020 11.00,0.001,0
6.6.2020 12.00,0.002,0
6.6.2020 13.00,0.001,0
6.6.2020 14.00,0.001,0
6.6.2020 15.00,0.001,0
6.6.2020 16.00,0.001,0
6.6.2020 17.00,0.002,0
6.6.2020 18.00,0.001,0
6.6.2020 19.00,0.001,0
6.6.2020 20.00,0.001,0
6.6.2020 21.00,0.001,0
6.6.2020 22.00,0.002,0
6.6.2020 23.00,0.001,0
7.6.2020 0.00,0.001,0
7.6.2020 1.00,0.001,0
7.6.2020 2.00,0.001,0
7.6.2020 3.00,0.002,0
7.6.2020 4.00,0.001,0
7.6.2020 5.00,0.001,0
7.6.2020 6.00,0.001,0
7.6.2020 7.00,0.001,0
7.6.2020 8.00,0.001,0
7.6.2020 9.00,0.002,0
7.6.2020 10.00,0.001,0
7.6.2020 11.00,0.001,0
7.6.2020 12.00,0.001,0
7.6.2020 13.00,0.001,0
7.6.2020 14.00,0.002,0
7.6.2020 15.00,0.001,0
7.6.2020 16.00,0.001,0
7.6.2020 17.00,0.001,0
7.6.2020 18.00,0.001,0
7.6.2020 19.00,0.002,0
7.6.2020 20.00,0.001,0
7.6.2020 21.00,0.001,0
7.6.2020 22.00,0.001,0
7.6.2020 23.00,0.001,0
8.6.2020 0.00,0.002,0
8.6.2020 1.00,0.001,0
8.6.2020 2.00,0.001,0
8.6.2020 3.00,0.001,0
8.6.2020 4.00,0.001,0
8.6.2020 5.00,0.002,0
8.6.2020 6.00,0.001,0
8.6.2020 7.00,0.001,0
8.6.2020 8.00,0.001,0
8.6.2020 9.00,0.001,0
8.6.2020 10.00,0.002,0
8.6.2020 11.00,0.001,0
8.6.2020 12.00,0.001,0
8.6.2020 13.00,0.001,0
8.6.2020 14.00,0.001,0
8.6.2020 15.00,0.002,0
8.6.2020 16.00,0.001,0
8.6.2020 17.00,0.001,0
8.6.2020 18.00,0.001,0
8.6.2020 19.00,0.001,0
8.6.2020 20.00,0.002,0
8.6.2020 21.00,0.001,0
8.6.2020 22.00,0.001,0
8.6.2020 23.00,0.001,0
9.6.2020 0.00,0.001,0
9.6.2020 1.00,0.002,0
9.6.2020 2.00,0.001,0
9.6.2020 3.00,0.001,0
9.6.2020 4.00,0.001,0
9.6.2020 5.00,0.001,0
9.6.2020 6.00,0.002,0
9.6.2020 7.00,0.001,0
9.6.2020 8.00,0.001,0
9.6.2020 9.00,0.001,0
9.6.2020 10.00,0.001,0
9.6.2020 11.00,0.002,0
9.6.2020 12.00,0.001,0
9.6.2020 13.00,0.001,0
9.6.2020 14.00,0.001,0
9.6.2020 15.00,0.001,0
9.6.2020 16.00,0.001,0
9.6.2020 17.00,0.002,0
9.6.2020 18.00,0.001,0
9.6.2020 19.00,0.001,0
9.6.2020 20.00,0.001,0
9.6.2020 21.00,0.001,0
9.6.2020 22.00,0.002,0
9.6.2020 23.00,0.001,0
10.6.2020 0.00,0.001,0
10.6.2020 1.00,0.001,0
10.6.2020 2.00,0.001,0
10.6.2020 3.00,0.002,0
10.6.2020 4.00,0.001,0
10.6.2020 5.00,0.001,0
10.6.2020 6.00,0.001,0
10.6.2020 7.00,0.001,0
10.6.2020 8.00,0.002,0
10.6.2020 9.00,0.001,0
10.6.2020 10.00,0.001,0
10.6.2020 11.00,0.001,0
10.6.2020 12.00,0.001,0
10.6.2020 13.00,0.002,0
10.6.2020 14.00,0.001,0
10.6.2020 15.00,0.001,0
10.6.2020 16.00,0.001,0
10.6.2020 17.00,0.001,0
10.6.2020 18.00,0.002,0
10.6.2020 19.00,0.001,0
10.6.2020 20.00,0.001,0
10.6.2020 21.00,0.001,0
10.6.2020 22.00,0.001,0
10.6.2020 23.00,0.002,0
11.6.2020 0.00,0.001,0
11.6.2020 1.00,0.001,0
11.6.2020 2.00,0.001,0
11.6.2020 3.00,0.001,0
11.6.2020 4.00,0.002,0
11.6.2020 5.00,0.001,0
11.6.2020 6.00,0.001,0
11.6.2020 7.00,0.001,0
11.6.2020 8.00,0.001,0
11.6.2020 9.00,0.002,0
11.6.2020 10.00,0.001,0
11.6.2020 11.00,0.001,0
11.6.2020 12.00,0.001,0
11.6.2020 13.00,0.001,0
11.6.2020 14.00,0.002,0
11.6.2020 15.00,0.001,0
11.6.2020 16.00,0.001,0
11.6.2020 17.00,0.001,0
11.6.2020 18.00,0.001,0
11.6.2020 19.00,0.002,0
11.6.2020 20.00,0.001,0
11.6.2020 21.00,0.001,0
11.6.2020 22.00,0.001,0
11.6.2020 23.00,0.001,0
12.6.2020 0.00,0.001,0
12.6.2020 1.00,0.002,0
12.6.2020 2.00,0.001,0
12.6.2020 3.00,0.001,0
12.6.2020 4.00,0.001,0
12.6.2020 5.00,0.001,0
12.6.2020 6.00,0.002,0
12.6.2020 7.00,0.001,0
12.6.2020 8.00,0.001,0
12.6.2020 9.00,0.001,0
12.6.2020 10.00,0.001,0
12.6.2020 11.00,0.002,0
12.6.2020 12.00,0.001,0
12.6.2020 13.00,0.001,0
12.6.2020 14.00,0.001,0
12.6.2020 15.00,0.001,0
12.6.2020 16.00,0.002,0
12.6.2020 17.00,0.001,0
12.6.2020 18.00,0.001,0
12.6.2020 19.00,0.001,0
12.6.2020 20.00,0.001,0
12.6.2020 21.00,0.002,0
12.6.2020 22.00,0.001,0
12.6.2020 23.00,0.001,0
13.6.2020 0.00,0.001,0
13.6.2020 1.00,0.001,0
13.6.2020 2.00,0.002,0
13.6.2020 3.00,0.001,0
13.6.2020 4.00,0.001,0
13.6.2020 5.00,0.001,0
13.6.2020 6.00,0.001,0
13.6.2020 7.00,0.002,0
13.6.2020 8.00,0.001,0
13.6.2020 9.00,0.001,0
13.6.2020 10.00,0.001,0
13.6.2020 11.00,0.001,0
13.6.2020 12.00,0.002,0
13.6.2020 13.00,0.001,0
13.6.2020 14.00,0.001,0
13.6.2020 15.00,0.001,0
13.6.2020 16.00,0.001,0
13.6.2020 17.00,0.002,0
13.6.2020 18.00,0.001,0
13.6.2020 19.00,0.001,0
13.6.2020 20.00,0.001,0
13.6.2020 21.00,0.001,0
13.6.2020 22.00,0.002,0
13.6.2020 23.00,0.001,0
14.6.2020 0.00,0.001,0
14.6.2020 1.00,0.001,0
14.6.2020 2.00,0.001,0
14.6.2020 3.00,0.002,0
14.6.2020 4.00,0.001,0
14.6.2020 5.00,0.001,0
14.6.2020 6.00,0.001,0
14.6.2020 7.00,0.001,0
14.6.2020 8.00,0.001,0
14.6.2020 9.00,0.002,0
14.6.2020 10.00,0.001,0
14.6.2020 11.00,0.001,0
14.6.2020 12.00,0.001,0
14.6.2020 13.00,0.001,0
14.6.2020 14.00,0.002,0
14.6.2020 15.00,0.001,0
14.6.2020 16.00,0.001,0
14.6.2020 17.00,0.001,0
14.6.2020 18.00,0.001,0
14.6.2020 19.00,0.002,0
14.6.2020 20.00,0.001,0
14.6.2020 21.00,0.001,0
14.6.2020 22.00,0.001,0
14.6.2020 23.00,0.001,0
15.6.2020 0.00,0.002,0
15.6.2020 1.00,0.001,0
15.6.2020 2.00,0.001,0
15.6.2020 3.00,0.001,0
15.6.2020 4.00,0.001,0
15.6.2020 5.00,0.002,0
15.6.2020 6.00,0.001,0
15.6.2020 7.00,0.001,0
15.6.2020 8.00,0.001,0
15.6.2020 9.00,0.001,0
15.6.2020 10.00,0.002,0
15.6.2020 11.00,0.001,0
15.6.2020 12.00,0.001,0
15.6.2020 13.00,0.001,0
15.6.2020 14.00,0.001,0
15.6.2020 15.00,0.002,0
15.6.2020 16.00,0.001,0
15.6.2020 17.00,0.001,0
15.6.2020 18.00,0.001,0
15.6.2020 19.00,0.001,0
15.6.2020 20.00,0.002,0
15.6.2020 21.00,0.001,0
15.6.2020 22.00,0.001,0
15.6.2020 23.00,0.001,0
16.6.2020 0.00,0.001,0
16.6.2020 1.00,0.002,0
16.6.2020 2.00,0.001,0
16.6.2020 3.00,0.001,0
16.6.2020 4.00,0.001,0
16.6.2020 5.00,0.001,0
16.6.2020 6.00,0.002,0
16.6.2020 7.00,0.001,0
16.6.2020 8.00,0.001,0
16.6.2020 9.00,0.001,0
16.6.2020 10.00,0.001,0
16.6.2020 11.00,0.002,0
16.6.2020 12.00,0.001,0
16.6.2020 13.00,0.001,0
16.6.2020 14.00,0.001,0
16.6.2020 15.00,0.001,0
16.6.2020 16.00,0.001,0
16.6.2020 17.00,0.002,0
16.6.2020 18.00,0.001,0
16.6.2020 19.00,0.001,0
16.6.2020 20.00,0.001,0
16.6.2020 21.00,0.001,0
16.6.2020 22.00,0.002,0
16.6.2020 23.00,0.001,0
17.6.2020 0.00,0.001,0
17.6.2020 1.00,0.001,0
17.6.2020 2.00,0.001,0
17.6.2020 3.00,0.002,0
17.6.2020 4.00,0.001,0
17.6.2020 5.00,0.001,0
17.6.2020 6.00,0.001,0
17.6.2020 7.00,0.001,0
17.6.2020 8.00,0.002,0
17.6.2020 9.00,0.001,0
17.6.2020 10.00,0.001,0
17.6.2020 11.00,0.001,0
17.6.2020 12.00,0.001,0
17.6.2020 13.00,0.002,0
17.6.2020 14.00,0.001,0
17.6.2020 15.00,0.001,0
17.6.2020 16.00,0.001,0
17.6.2020 17.00,0.001,0
17.6.2020 18.00,0.002,0
17.6.2020 19.00,0.001,0
17.6.2020 20.00,0.001,0
17.6.2020 21.00,0.001,0
17.6.2020 22.00,0.001,0
17.6.2020 23.00,0.002,0
18.6.2020 0.00,0.001,0
18.6.2020 1.00,0.001,0
18.6.2020 2.00,0.001,0
18.6.2020 3.00,0.001,0
18.6.2020 4.00,0.002,0
18.6.2020 5.00,0.001,0
18.6.2020 6.00,0.001,0
18.6.2020 7.00,0.001,0
18.6.2020 8.00,0.001,0
18.6.2020 9.00,0.002,0
18.6.2020 10.00,0.001,0
18.6.2020 11.00,0.001,0
18.6.2020 12.00,0.001,0
18.6.2020 13.00,0.001,0
18.6.2020 14.00,0.002,0
18.6.2020 15.00,0.001,0
18.6.2020 16.00,0.001,0
18.6.2020 17.00,0.001,0
18.6.2020 18.00,0.001,0
18.6.2020 19.00,0.002,0
18.6.2020 20.00,0.001,0
18.6.2020 21.00,0.001,0
18.6.2020 22.00,0.001,0
18.6.2020 23.00,0.001,0
19.6.2020 0.00,0.001,0
19.6.2020 1.00,0.002,0
19.6.2020 2.00,0.001,0
19.6.2020 3.00,0.001,0
19.6.2020 4.00,0.001,0
19.6.2020 5.00,0.001,0
19.6.2020 6.00,0.002,0
19.6.2020 7.00,0.001,0
